html_id,is_emo,is_arg,is_other,trn_val
181301,1,0,0,trn
803159,0,0,1,trn
7840,0,0,1,trn
767890,0,0,1,trn
612541,0,0,0,trn
408618,1,0,0,trn
787409,0,0,1,trn
131438,0,0,1,trn
456615,1,0,1,trn
352134,0,0,0,trn
577849,0,0,0,trn
475636,0,0,0,trn
249228,1,0,0,trn
802976,0,0,1,trn
703655,0,0,0,trn
605416,0,0,0,trn
83379,0,0,0,trn
512390,0,0,1,trn
736316,1,0,0,trn
602616,0,0,1,trn
752484,0,1,0,trn
648922,1,0,0,trn
270154,0,0,0,trn
175136,0,0,1,trn
281515,0,0,0,trn
542724,0,0,0,trn
194620,1,1,0,trn
160906,0,0,0,trn
658555,1,0,0,trn
206989,0,0,0,trn
568676,0,0,1,trn
464306,0,0,1,trn
236208,0,0,1,trn
43628,0,0,0,trn
613898,0,0,1,trn
814986,0,0,0,trn
459153,1,0,0,trn
718252,0,0,0,trn
325287,0,0,0,trn
344891,0,0,1,trn
113322,0,0,0,trn
784618,0,0,0,trn
6166,0,0,1,trn
280648,0,0,0,trn
521572,1,0,0,trn
817160,0,0,0,trn
422576,0,0,0,trn
357298,0,0,0,trn
698918,0,0,1,trn
138487,1,0,0,trn
759894,0,1,0,trn
211739,0,0,1,trn
123523,0,0,0,trn
515412,0,0,1,trn
296851,0,0,0,trn
182582,0,0,1,trn
749264,0,0,0,trn
276966,1,0,0,trn
158438,0,0,0,trn
56095,0,0,0,trn
419444,0,0,1,trn
288914,1,0,0,trn
737795,0,0,0,trn
118460,0,0,0,trn
299758,0,0,0,trn
27753,0,0,0,trn
50435,0,0,0,trn
756976,0,0,0,trn
68611,0,0,1,trn
403560,0,0,1,trn
26270,0,0,1,trn
627336,0,0,0,trn
803558,0,0,0,trn
190165,0,0,0,trn
313444,0,0,1,trn
176543,0,0,1,trn
149004,0,0,0,trn
633461,0,0,1,trn
98873,0,0,1,trn
431388,0,0,0,trn
148222,0,0,1,trn
203485,0,0,1,trn
142871,0,0,0,trn
232622,0,0,1,trn
151434,0,0,1,trn
546802,0,0,1,trn
453988,0,0,1,trn
27250,0,0,0,trn
524775,0,0,0,trn
421372,0,0,0,trn
595118,0,0,1,trn
503075,0,0,1,trn
39143,0,0,1,trn
666267,0,0,1,trn
61981,0,0,1,trn
425476,0,0,1,trn
98686,0,0,1,trn
73366,0,0,1,trn
190692,0,0,1,trn
293873,0,0,1,trn
238292,0,0,1,trn
732623,0,0,1,trn
829962,0,0,0,trn
533647,0,0,1,trn
128655,0,0,1,trn
454496,0,0,0,trn
493546,0,0,0,trn
585336,0,0,1,trn
776274,0,0,1,trn
105398,0,0,1,trn
632055,0,0,0,trn
574900,0,0,1,trn
26449,0,0,0,trn
228430,0,0,1,trn
601545,0,0,0,trn
586189,1,0,0,trn
417680,0,0,1,trn
299540,0,0,1,trn
765780,1,0,0,trn
181568,0,0,1,trn
270734,0,0,1,trn
69365,0,0,0,trn
685831,0,0,1,trn
219859,0,0,1,trn
328730,0,0,1,trn
606796,0,0,1,trn
681627,0,0,1,trn
702069,0,0,1,trn
35685,0,0,1,trn
141609,0,0,1,trn
262328,0,0,1,trn
303048,0,0,1,trn
746517,0,0,1,trn
357493,0,0,1,trn
446202,0,0,1,trn
784980,0,0,1,trn
304811,0,0,1,trn
475691,0,0,1,trn
746324,0,0,1,trn
547798,0,0,1,trn
565174,0,0,1,trn
538869,0,0,0,trn
639500,0,0,1,trn
598921,0,0,1,trn
66422,0,0,0,trn
670682,0,0,1,trn
331164,0,0,1,trn
735871,0,0,1,trn
983519,0,0,1,trn
901807,0,0,1,trn
793038,0,0,0,trn
274204,0,0,1,trn
35687,0,0,1,trn
798242,0,0,1,trn
549912,0,0,1,trn
150364,0,0,0,trn
361710,0,0,1,trn
185757,1,0,0,trn
475839,0,0,1,trn
426807,0,0,0,trn
552759,0,0,1,trn
735500,1,0,0,trn
509841,0,0,1,trn
149114,0,0,1,trn
765140,0,0,1,trn
315002,0,0,0,trn
279927,0,0,1,trn
798422,0,0,1,trn
352771,0,0,1,trn
315263,0,0,1,trn
360774,0,0,1,trn
430997,0,0,0,trn
233598,0,0,1,trn
678118,0,0,0,trn
366216,0,0,1,trn
754465,0,0,0,trn
293809,0,0,0,trn
980889,0,0,1,trn
233259,0,0,1,trn
621801,0,0,0,trn
19138,0,0,0,trn
530827,1,0,0,trn
745310,0,0,0,trn
812044,0,0,1,trn
738141,0,0,1,trn
450320,0,0,1,trn
818161,0,0,1,trn
168655,0,0,1,trn
738303,0,0,1,trn
283736,1,0,0,trn
202929,1,0,0,trn
685340,0,0,0,trn
578111,0,0,1,trn
705437,0,0,0,trn
296663,0,0,0,trn
226620,0,0,0,trn
278780,0,0,1,trn
443229,0,0,0,trn
568503,0,0,0,trn
679194,0,0,0,trn
596986,0,0,0,trn
369676,1,0,0,trn
164825,0,0,1,trn
103352,0,0,1,trn
527492,1,0,0,trn
360920,0,0,1,trn
784638,0,0,0,trn
641228,0,0,1,trn
195376,0,0,0,trn
270435,0,0,0,trn
671099,0,0,1,trn
779208,0,0,0,trn
251083,0,0,1,trn
582441,0,0,0,trn
727749,0,0,0,trn
297061,0,0,0,trn
103267,1,0,0,trn
830270,0,0,1,trn
199841,0,0,1,trn
675382,0,0,1,trn
554394,0,0,0,trn
162546,0,0,0,trn
576087,0,0,1,trn
626473,0,0,1,trn
106508,1,0,0,trn
698388,0,0,1,trn
46735,0,0,1,trn
545899,1,0,0,trn
802255,0,0,1,trn
150453,0,0,1,trn
543524,0,0,0,trn
381830,1,0,0,trn
739463,1,0,0,trn
384955,0,0,1,trn
275914,0,0,1,trn
335164,0,0,1,trn
397603,0,0,1,trn
251019,1,0,0,trn
334721,0,0,1,trn
130049,0,0,1,trn
700044,0,0,1,trn
491013,1,0,0,trn
32516,0,0,1,trn
724603,0,0,1,trn
14322,0,0,0,trn
271921,1,0,0,trn
313314,1,1,0,trn
641467,0,0,1,trn
100824,0,0,1,trn
406276,0,0,1,trn
589842,0,0,1,trn
682585,1,0,0,trn
743824,0,0,1,trn
356673,0,0,1,trn
668215,0,0,0,trn
305664,0,0,1,trn
347062,0,0,1,trn
56432,0,0,1,trn
457516,0,0,1,trn
231533,0,0,1,trn
34466,0,0,1,trn
368325,0,0,1,trn
6733,0,0,0,trn
326370,0,0,1,trn
70400,1,0,0,trn
68145,0,0,1,trn
148385,1,0,0,trn
326656,0,0,1,trn
454281,0,0,1,trn
123188,1,0,0,trn
75840,1,1,0,trn
308011,0,0,1,trn
509301,0,0,0,trn
666807,0,0,0,trn
39723,0,0,1,trn
749566,0,0,1,trn
129348,0,0,1,trn
184230,0,0,0,trn
444861,0,0,1,trn
612302,0,0,1,trn
189974,0,0,1,trn
795647,0,0,0,trn
648099,0,0,1,trn
614753,0,0,1,trn
371378,0,0,1,trn
741698,0,0,1,trn
570534,0,0,0,trn
575797,0,0,0,trn
39924,0,0,0,trn
724472,0,0,1,trn
51160,0,0,1,trn
776522,0,0,0,trn
557347,0,0,1,trn
645235,0,0,1,trn
544192,0,0,1,trn
601038,0,0,1,trn
266570,0,0,1,trn
121552,1,0,0,trn
296897,0,0,1,trn
724819,0,0,1,trn
276941,0,0,0,trn
352213,0,0,1,trn
17692,0,0,0,trn
671259,0,0,1,trn
232900,0,0,1,trn
688869,1,0,0,trn
520776,0,0,1,trn
452064,1,0,0,trn
237088,0,0,1,trn
399716,0,0,1,trn
805050,0,0,1,trn
136423,0,0,1,trn
63108,0,0,0,trn
760696,0,0,1,trn
224957,1,1,0,trn
223673,0,0,1,trn
669096,0,0,1,trn
741881,0,1,0,trn
787367,0,0,1,trn
185591,0,0,1,trn
487082,0,0,1,trn
598907,0,0,0,trn
806781,0,0,1,trn
169255,0,0,1,trn
359977,0,0,1,trn
753478,0,0,1,trn
26012,0,0,0,trn
464246,0,0,1,trn
669179,0,0,0,trn
100279,1,0,0,trn
319112,0,0,0,trn
164173,0,0,0,trn
582579,0,0,1,trn
704791,0,0,1,trn
443974,0,0,0,trn
418622,0,0,0,trn
277961,0,0,1,trn
610744,0,0,1,trn
798546,0,0,1,trn
181543,0,0,0,trn
21041,0,0,1,trn
758623,0,0,1,trn
488801,0,1,0,trn
746028,0,0,0,trn
96923,0,0,1,trn
600863,0,0,1,trn
289764,0,0,0,trn
598827,0,0,0,trn
702416,0,0,1,trn
299698,0,0,1,trn
343030,0,0,0,trn
96910,0,0,0,trn
834127,0,0,0,trn
14670,0,0,1,trn
640412,0,0,1,trn
651001,0,0,1,trn
418777,0,0,1,trn
286124,0,0,0,trn
83552,0,0,1,trn
406334,0,0,1,trn
432487,0,0,0,trn
437457,0,0,0,trn
305819,1,0,0,trn
229428,0,0,0,trn
395463,0,0,0,trn
640339,0,0,1,trn
390037,0,0,0,trn
761514,0,0,0,trn
37637,0,0,0,trn
701607,0,0,0,trn
200685,0,0,0,trn
75310,0,0,0,trn
432523,0,0,1,trn
639359,0,0,0,trn
157393,0,1,0,trn
279487,0,0,1,trn
332005,0,0,1,trn
354331,0,0,1,trn
696311,0,0,1,trn
728082,0,0,1,trn
650915,0,0,0,trn
189774,0,0,0,trn
381034,0,0,1,trn
69687,0,0,1,trn
253855,0,0,0,trn
353279,0,1,0,trn
600094,0,0,0,trn
148618,0,0,1,trn
571616,1,0,0,trn
411754,0,0,1,trn
528865,1,0,0,trn
482363,0,0,1,trn
568030,1,0,0,trn
639370,0,0,0,trn
226099,0,0,1,trn
270009,0,0,0,trn
37434,1,0,0,trn
539664,0,0,1,trn
742737,0,0,0,trn
182537,0,0,1,trn
11764,0,0,1,trn
379760,0,0,1,trn
573080,1,0,0,trn
658900,0,0,1,trn
560782,0,0,1,trn
269786,0,0,1,trn
195045,0,0,1,trn
329358,0,0,1,trn
619415,0,0,1,trn
656711,0,0,0,trn
265711,0,0,1,trn
683947,0,0,0,trn
126548,0,0,1,trn
816994,0,0,1,trn
216500,0,0,1,trn
654420,1,0,0,trn
569547,0,0,0,trn
368402,0,0,1,trn
168908,0,0,0,trn
806913,0,0,1,trn
825268,0,0,1,trn
63609,0,0,1,trn
53803,0,0,1,trn
655548,0,0,1,trn
813576,0,0,1,trn
637534,0,0,1,trn
689948,0,0,1,trn
5120,0,0,0,trn
440862,0,0,1,trn
142206,0,0,0,trn
37025,0,0,1,trn
415057,0,0,0,trn
97948,0,0,0,trn
726720,0,0,1,trn
273085,0,0,1,trn
398171,0,0,1,trn
344590,1,1,0,trn
582261,1,0,0,trn
299241,0,0,1,trn
671167,0,0,1,trn
601575,0,0,1,trn
751111,0,0,1,trn
416407,0,1,0,trn
406894,1,0,0,trn
289053,1,0,0,trn
774393,1,1,0,trn
516316,1,0,0,trn
229661,0,0,0,trn
778923,0,0,1,trn
105963,0,0,0,trn
612299,1,1,0,trn
397681,0,0,1,trn
704838,0,0,0,trn
438622,0,0,0,trn
497266,0,0,1,trn
365479,0,0,0,trn
553356,1,0,0,trn
543222,0,0,1,trn
328509,0,0,1,trn
450083,0,0,0,trn
188503,0,0,0,trn
654427,1,0,0,trn
117689,0,0,1,trn
693136,0,0,1,trn
63785,0,0,1,trn
447196,0,0,1,trn
253431,0,0,0,trn
581541,0,0,0,trn
505319,0,0,1,trn
31471,0,0,1,trn
62456,0,0,0,trn
585429,0,0,0,trn
820388,0,0,0,trn
246671,0,0,0,trn
102741,1,0,0,trn
531240,0,0,1,trn
57829,1,0,0,trn
477304,0,0,0,trn
433835,0,0,0,trn
573311,0,0,1,trn
645020,0,0,0,trn
163429,0,0,1,trn
613490,0,0,1,trn
711950,0,0,1,trn
736906,0,0,1,trn
804990,0,0,1,trn
347347,0,0,1,trn
41595,1,0,0,trn
379602,0,0,1,trn
186932,0,0,0,trn
728743,0,0,1,trn
254414,1,0,0,trn
89369,0,0,1,trn
308730,0,0,1,trn
657493,0,0,0,trn
236029,0,0,1,trn
711178,0,0,0,trn
137908,0,0,1,trn
363195,0,0,1,trn
690842,0,0,0,trn
548300,0,0,0,trn
336466,0,0,0,trn
749888,0,0,0,trn
693917,0,0,0,trn
519748,0,0,0,trn
616345,0,0,1,trn
354434,0,0,1,trn
387130,0,0,1,trn
610728,0,0,1,trn
378489,0,0,1,trn
251411,1,0,0,trn
330654,0,0,0,trn
627334,0,0,0,trn
285062,0,0,0,trn
72942,1,0,0,trn
254636,0,0,1,trn
3582,0,0,0,trn
215834,0,0,0,trn
817083,0,0,1,trn
450399,0,0,0,trn
319335,0,0,0,trn
473065,0,0,1,trn
207071,0,0,1,trn
351354,1,0,0,trn
591347,0,0,0,trn
482596,0,1,0,trn
418011,1,1,0,trn
609317,0,0,0,trn
438543,0,0,1,trn
51623,0,0,1,trn
530808,0,0,1,trn
330288,1,0,0,trn
833590,0,0,1,trn
263036,0,0,1,trn
61053,0,0,1,trn
308646,0,0,1,trn
781946,0,0,1,trn
96285,1,0,0,trn
159342,0,0,1,trn
284273,0,0,1,trn
230345,1,1,0,trn
697183,0,0,1,trn
430496,0,0,1,trn
630683,0,0,1,trn
407477,0,0,0,trn
465620,1,0,0,trn
813577,0,0,1,trn
337103,0,0,1,trn
77214,0,0,0,trn
16355,0,0,1,trn
366616,0,0,1,trn
40538,0,0,0,trn
555228,0,0,1,trn
76981,0,0,1,trn
729648,0,0,0,trn
356216,0,0,1,trn
215712,0,0,1,trn
666218,0,0,1,trn
233984,0,0,1,trn
67292,0,0,1,trn
801216,0,0,1,trn
612942,0,0,1,trn
10381,0,0,0,trn
651375,0,0,0,trn
642422,0,0,1,trn
729784,0,0,0,trn
359119,0,0,0,trn
294354,1,1,0,trn
799090,0,0,1,trn
156579,0,0,1,trn
451574,0,0,1,trn
335595,0,0,1,trn
830775,0,0,1,trn
174044,0,0,0,trn
690874,0,0,1,trn
257470,0,0,0,trn
437227,0,0,0,trn
754197,1,0,0,trn
656990,0,0,1,trn
46075,0,0,1,trn
407312,0,0,1,trn
452276,0,1,0,trn
195577,0,0,1,trn
542398,0,0,0,trn
793140,1,0,0,trn
189458,1,0,0,trn
12926,0,0,1,trn
661352,0,0,0,trn
753674,0,0,1,trn
177583,0,0,1,trn
443825,0,0,1,trn
424495,0,0,0,trn
362281,0,0,1,trn
441951,0,0,0,trn
17761,0,0,0,trn
329514,1,0,0,trn
639959,0,0,0,trn
567033,0,0,1,trn
285482,0,0,1,trn
271884,0,0,1,trn
616722,0,0,1,trn
575122,0,0,0,trn
24587,0,0,1,trn
315055,0,0,1,trn
314450,0,0,0,trn
775091,0,0,0,trn
727350,0,0,1,trn
815506,0,0,0,trn
557398,0,0,0,trn
400252,0,0,0,trn
802669,0,0,0,trn
762250,0,0,0,trn
126719,1,0,0,trn
23588,0,0,0,trn
837905,1,0,0,trn
761282,0,0,0,trn
635060,0,0,1,trn
31052,0,0,1,trn
414640,0,0,1,trn
533471,0,0,1,trn
383871,1,0,0,trn
5853,0,0,0,trn
821883,0,0,0,trn
460032,0,0,0,trn
965332,1,0,0,trn
333364,0,0,1,trn
700096,0,0,0,trn
180141,0,0,0,trn
294455,1,0,0,trn
245488,0,0,1,trn
333654,1,1,0,trn
465601,0,0,1,trn
293691,0,0,0,trn
138334,0,0,1,trn
860781,1,0,0,trn
738998,0,0,1,trn
954165,0,0,0,trn
257760,0,0,1,trn
122045,0,0,0,trn
600221,1,0,0,trn
198651,0,0,1,trn
278414,0,0,1,trn
320758,1,0,0,trn
65489,0,0,0,trn
295025,0,0,0,trn
604029,0,0,0,trn
868417,0,0,1,trn
141396,0,0,0,trn
74923,1,0,0,trn
802160,1,0,0,trn
624751,0,0,0,trn
790838,0,0,0,trn
112239,0,0,0,trn
720502,0,0,1,trn
641954,0,0,0,trn
583757,0,0,1,trn
449702,0,0,0,trn
195414,0,0,0,trn
149087,0,0,1,trn
147298,0,0,1,trn
313581,0,0,0,trn
924012,0,0,1,trn
445428,0,0,1,trn
194377,0,0,0,trn
323076,1,1,0,trn
777468,0,0,1,trn
369665,1,0,0,trn
818183,0,0,1,trn
818543,0,0,0,trn
857657,0,0,1,trn
473153,1,0,0,trn
486334,0,0,1,trn
127617,0,0,0,trn
452124,0,0,0,trn
159157,0,0,1,trn
760060,0,0,1,trn
243067,0,0,0,trn
38577,0,0,0,trn
807371,0,0,0,trn
470147,0,0,0,trn
480477,1,0,0,trn
127445,0,0,0,trn
991637,0,0,0,trn
37787,0,0,1,trn
657583,0,0,0,trn
77188,0,0,0,trn
810340,1,0,0,trn
788902,0,0,1,trn
10106,0,0,0,trn
162537,0,0,0,trn
829994,0,0,0,trn
187709,0,0,1,trn
822711,0,0,1,trn
349043,0,0,1,trn
460600,0,0,0,trn
250653,0,0,0,trn
575667,0,0,0,trn
663152,0,0,0,trn
927941,0,1,0,trn
781581,0,0,1,trn
396222,0,0,0,trn
568393,1,0,0,trn
968535,0,0,0,trn
718063,0,0,0,trn
822695,0,0,1,trn
205569,1,0,0,trn
45009,0,0,0,trn
482091,0,0,1,trn
265448,0,0,1,trn
267404,0,0,1,trn
410790,1,0,0,trn
45291,1,0,0,trn
797646,0,0,0,trn
587008,1,0,0,trn
804117,0,0,0,trn
702469,0,0,0,trn
485480,0,0,1,trn
921100,1,1,0,trn
887474,0,0,0,trn
526945,0,0,0,trn
91291,0,0,0,trn
599659,0,0,0,trn
656179,0,0,0,trn
158786,0,0,1,trn
375533,0,0,0,trn
71909,0,0,1,trn
837315,0,0,1,trn
614121,0,0,1,trn
28352,0,0,1,trn
60790,0,0,0,trn
748597,0,0,1,trn
526433,0,0,0,trn
646054,0,0,1,trn
630013,0,0,0,trn
780322,0,0,1,trn
693787,0,0,0,trn
107706,0,0,0,trn
597345,0,0,1,trn
306280,0,0,0,trn
123332,1,0,0,trn
166477,0,0,1,trn
191149,0,0,0,trn
73052,0,0,1,trn
674401,0,0,0,trn
797071,0,0,0,trn
757876,0,0,0,trn
765325,1,0,0,trn
783518,0,0,1,trn
967871,0,0,0,trn
513073,0,0,1,trn
700919,0,0,1,trn
861512,0,0,1,trn
924692,0,0,1,trn
151940,0,0,0,trn
561712,0,0,0,trn
114517,0,0,0,trn
349587,0,0,1,trn
405352,0,0,0,trn
614430,0,0,1,trn
33918,0,0,1,trn
889217,0,0,1,trn
968134,0,0,1,trn
136000,1,0,0,trn
760261,1,0,0,trn
735154,0,0,0,trn
782678,0,0,1,trn
364723,0,0,0,trn
521693,0,0,0,trn
222854,1,0,0,trn
249044,0,0,1,trn
141162,0,0,0,trn
266179,0,0,0,trn
430155,0,0,0,trn
907775,0,1,0,trn
275613,0,0,0,trn
67225,0,0,1,trn
349528,0,0,1,trn
346174,0,0,0,trn
657456,0,0,0,trn
585742,0,0,0,trn
927295,0,0,1,trn
500388,0,0,1,trn
978732,0,0,0,trn
176630,0,0,1,trn
942757,0,0,1,trn
660270,0,1,0,trn
40808,0,0,1,trn
717263,0,0,0,trn
467030,1,0,0,trn
439608,0,0,1,trn
43488,1,0,0,trn
709069,0,0,0,trn
908186,0,0,1,trn
688127,0,0,0,trn
636618,0,0,1,trn
682583,0,0,1,trn
894370,0,0,1,trn
311225,1,0,0,trn
453960,1,0,0,trn
906931,0,0,0,trn
451570,1,1,0,trn
809491,0,0,0,trn
60292,0,0,0,trn
307149,0,0,0,trn
706733,0,0,0,trn
658137,0,0,0,trn
171509,0,0,1,trn
825560,0,0,0,trn
758256,0,0,0,trn
626543,0,0,1,trn
987125,0,0,0,trn
292494,0,0,1,trn
878544,0,0,0,trn
716095,0,0,0,trn
229177,1,0,0,trn
476097,0,0,0,trn
120039,0,0,1,trn
686669,0,0,1,trn
920368,0,0,0,trn
494880,1,0,0,trn
248639,1,0,0,trn
59666,0,0,1,trn
584320,0,0,1,trn
39115,0,0,1,trn
770910,1,0,0,trn
28864,0,0,1,trn
224596,0,0,1,trn
452545,1,0,0,trn
59732,0,0,0,trn
785951,0,0,0,trn
382610,0,0,0,trn
294155,0,0,1,trn
886672,0,0,1,trn
605772,1,0,0,trn
148224,0,0,0,trn
426572,0,0,0,trn
962057,1,0,0,trn
610764,0,0,1,trn
410543,0,0,1,trn
896785,0,0,0,trn
166987,0,0,0,trn
131182,1,0,0,trn
786165,0,0,1,trn
395122,0,0,0,trn
511574,0,0,1,trn
691394,0,0,0,trn
869601,0,0,1,trn
453846,1,0,0,trn
716169,0,0,0,trn
331915,0,0,1,trn
547036,0,0,1,trn
173012,0,0,1,trn
799403,1,0,0,trn
499629,0,0,1,trn
162542,0,0,0,trn
840639,0,0,1,trn
218892,0,0,1,trn
311389,0,0,0,trn
855355,0,0,1,trn
345276,0,0,1,trn
439542,0,0,0,trn
425991,0,0,1,trn
106494,0,0,1,trn
907930,0,0,1,trn
543994,0,0,0,trn
451498,0,0,0,trn
755158,0,0,1,trn
58828,0,0,1,trn
779294,0,0,0,trn
309736,0,0,1,trn
406040,0,0,1,trn
336433,0,0,0,trn
297019,0,0,0,trn
871464,1,0,0,trn
746714,0,0,0,trn
889422,0,0,1,trn
737554,0,0,1,trn
460988,0,0,0,trn
202243,0,0,0,trn
889428,1,0,0,trn
352492,0,0,0,trn
600914,0,0,0,trn
608367,1,0,0,trn
155738,1,0,0,trn
50966,1,0,0,trn
93840,0,0,0,trn
11455,0,0,1,trn
377538,0,0,0,trn
561180,0,0,0,trn
607958,0,0,0,trn
677020,0,0,1,trn
554525,0,0,0,trn
398935,0,0,1,trn
870683,1,0,0,trn
293463,0,0,0,trn
787280,0,0,0,trn
458672,0,0,0,trn
626735,0,0,1,trn
512532,0,0,0,trn
510865,0,0,1,trn
786427,0,0,0,trn
971322,0,0,1,trn
14642,1,0,0,trn
105650,0,0,0,trn
475435,0,0,1,trn
722217,0,0,0,trn
419078,0,0,0,trn
630144,0,0,1,trn
527165,0,0,0,trn
6687,0,0,1,trn
317677,0,0,1,trn
635881,1,0,0,trn
56305,0,0,1,trn
342477,0,0,1,trn
314648,0,0,1,trn
441376,0,0,1,trn
526705,0,0,1,trn
508134,0,0,0,trn
328547,0,0,1,trn
465713,0,0,1,trn
21406,0,0,0,trn
812960,0,0,0,trn
230623,0,0,1,trn
807217,0,0,1,trn
221553,0,0,0,trn
960610,1,0,0,trn
94460,0,0,1,trn
708743,0,0,1,trn
505480,0,0,0,trn
641387,0,0,1,trn
742303,0,0,0,trn
822717,1,0,0,trn
885947,0,0,0,trn
785904,0,0,1,trn
417367,0,0,1,trn
342158,0,0,1,trn
412372,0,0,0,trn
726339,0,0,1,trn
319793,0,0,1,trn
214348,0,0,1,trn
994219,0,0,0,trn
270559,0,0,1,trn
616470,0,0,0,trn
560679,0,0,1,trn
707667,0,0,0,trn
496362,0,0,1,trn
23636,1,0,0,trn
5489,1,0,0,trn
105504,0,0,1,trn
77836,0,0,0,trn
865341,0,0,1,trn
358469,0,0,1,trn
729103,0,0,0,trn
354558,0,0,1,trn
226504,0,0,1,trn
502200,0,0,0,trn
619536,0,0,0,trn
618381,1,0,0,trn
565587,0,0,1,trn
634438,1,0,0,trn
202139,0,0,0,trn
357888,1,1,0,trn
426884,0,0,0,trn
202296,0,0,0,trn
90784,1,0,0,trn
228636,0,0,0,trn
154190,0,0,1,trn
100903,0,0,0,trn
557447,0,0,1,trn
772102,0,0,1,trn
711034,0,0,1,trn
164936,0,0,0,trn
51288,0,0,1,trn
221004,0,0,1,trn
889809,0,0,1,trn
14609,0,0,1,trn
17957,0,0,0,trn
702655,0,0,1,trn
766236,0,0,0,trn
495810,0,0,0,trn
803090,0,0,1,trn
561465,0,0,0,trn
468332,0,0,1,trn
153858,0,0,0,trn
302026,1,0,0,trn
667347,0,0,0,trn
797001,0,0,0,trn
230596,1,1,0,trn
531549,1,0,0,trn
570341,0,0,0,trn
187876,0,0,1,trn
654544,0,0,1,trn
599533,0,0,0,trn
228825,0,0,0,trn
759293,0,0,1,trn
16837,0,0,0,trn
832163,0,0,0,trn
656565,1,1,0,trn
219249,1,0,0,trn
283774,0,0,0,trn
69220,0,0,0,trn
74043,0,0,1,trn
223358,0,0,1,trn
227920,1,1,0,trn
784323,0,0,0,trn
797226,0,0,0,trn
483615,0,0,0,trn
90549,0,0,0,trn
250819,0,0,0,trn
155613,0,0,0,trn
794691,0,0,1,trn
721160,0,0,1,trn
2992,0,0,0,trn
276188,1,0,0,trn
840919,0,0,0,trn
846053,1,1,0,trn
215958,0,0,1,trn
75661,0,0,1,trn
490143,1,0,0,trn
190879,0,0,1,trn
758850,0,0,1,trn
974443,0,0,1,trn
74359,0,0,1,trn
608742,0,0,1,trn
815889,0,0,1,trn
190263,0,0,0,trn
385950,0,0,0,trn
697072,1,0,0,trn
52499,0,0,1,trn
870654,0,0,1,trn
295408,0,0,0,trn
538943,0,0,1,trn
66986,0,0,0,trn
224679,0,0,1,trn
976154,0,0,0,trn
293461,0,0,0,trn
497589,1,0,0,trn
298200,1,1,0,trn
604156,0,0,1,trn
5297,0,0,1,trn
429789,0,0,0,trn
514754,0,0,1,trn
766790,0,0,0,trn
778569,0,0,1,trn
328286,0,0,0,trn
309762,0,0,1,trn
67767,0,1,0,trn
475398,0,0,0,trn
264175,1,0,0,trn
151988,0,0,1,trn
578243,0,0,1,trn
795369,0,0,1,trn
62759,0,1,0,trn
457765,1,0,0,trn
498411,0,0,1,trn
713819,0,0,1,trn
872102,0,0,0,trn
335036,0,0,0,trn
155054,1,0,0,trn
555787,1,0,0,trn
214102,0,0,1,trn
539755,0,0,1,trn
366664,0,0,0,trn
263953,0,0,1,trn
657739,0,0,0,trn
336876,0,0,1,trn
931841,0,0,0,trn
105868,1,1,0,trn
305746,0,0,1,trn
806672,0,0,0,trn
502732,1,0,0,trn
276470,0,0,1,trn
205785,0,0,1,trn
45176,1,1,0,trn
135062,0,0,0,trn
95481,0,0,1,trn
781456,0,0,1,trn
342998,1,0,0,trn
918664,0,0,0,trn
104308,0,0,1,trn
438851,0,0,1,trn
198836,0,0,0,trn
747259,0,0,0,trn
312277,0,0,1,trn
508845,0,0,1,trn
267640,0,0,0,trn
688279,0,0,1,trn
542373,0,0,1,trn
712100,0,0,1,trn
817015,0,0,1,trn
680984,1,0,0,trn
361123,0,0,1,trn
339091,0,0,0,trn
544007,0,0,0,trn
743869,0,0,1,trn
385786,0,0,1,trn
56678,1,0,0,trn
359192,0,0,1,trn
768613,0,0,0,trn
19435,0,0,0,trn
153351,0,0,1,trn
726884,0,0,0,trn
629516,0,0,0,trn
414443,0,0,1,trn
420357,0,0,1,trn
251022,0,0,1,trn
424079,0,0,0,trn
748118,0,0,0,trn
546352,0,0,1,trn
509182,0,0,0,trn
653027,0,0,0,trn
621124,0,0,1,trn
55389,1,0,0,trn
380634,0,0,1,trn
474806,0,0,1,trn
402405,1,0,0,trn
973585,0,0,1,trn
268502,0,0,0,trn
15361,1,0,0,trn
347624,0,0,1,trn
100169,0,0,0,trn
95667,1,0,0,trn
876281,0,0,1,trn
442028,0,0,0,trn
453017,1,0,0,trn
246403,0,0,1,trn
7290,0,0,1,trn
677411,0,0,1,trn
446523,0,0,1,trn
460057,0,0,0,trn
519278,0,0,0,trn
433666,0,0,0,trn
771758,1,0,0,trn
43575,0,0,0,trn
134119,0,0,1,trn
312908,0,0,1,trn
491407,0,0,0,trn
71788,0,0,1,trn
455765,0,0,1,trn
777671,0,0,0,trn
219845,0,1,0,trn
727393,0,0,1,trn
405734,0,1,0,trn
380783,0,0,0,trn
628173,0,0,1,trn
61491,1,0,0,trn
420272,0,0,0,trn
876525,0,1,0,trn
242679,0,0,1,trn
343256,0,0,0,trn
456909,0,0,0,trn
981042,0,0,0,trn
9691,0,0,0,trn
880754,0,0,1,trn
96716,0,0,1,trn
428351,0,0,0,trn
521348,1,0,0,trn
282923,0,0,1,trn
228966,0,0,1,trn
296855,0,0,0,trn
241425,0,0,1,trn
923256,1,0,0,trn
814938,0,1,0,trn
662226,1,0,0,trn
